"","EstID","Company.x","State","Zip","Company.y","Size2","Beef_Slaughter","Pork_Slaughter","Chicken_Slaughter","Catfish_Products","Egg_Products","StateName"
"1",2,"Mar-Jac Poultry, Inc.","GA","30501","Mar-Jac Poultry, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"2",3,"Pilgrim's Pride Corporation","GA","30540","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"3",6,"Cargill Meat Solutions Corporation","GA","30265","Cargill Meat Solutions Corporation","Large",FALSE,NA,NA,NA,NA,"Georgia"
"4",7,"Florida Beef, Inc.","FL","33514","Florida Beef, Inc.","Small",TRUE,NA,NA,NA,NA,"Florida"
"5",8,"Wayne Farms LLC","GA","30567","Wayne Farms LLC","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"6",9,"Pilgrim's Pride Corporation","GA","30503","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"7",10,"Pilgrim's Elberton Prepared Foods","GA","30635","Pilgrim's Elberton Prepared Foods","Small",FALSE,NA,NA,NA,NA,"Georgia"
"8",13,"Hormel Foods Corporation","GA","30085","Hormel Foods Corporation","Small",FALSE,NA,NA,NA,NA,"Georgia"
"9",15,"Tyson Foods, Inc.","GA","30040","Tyson Foods, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"10",25,"FPL Food","GA","30901","FPL Food","Large",TRUE,NA,NA,NA,NA,"Georgia"
"11",29,"Pilgrim's Pride Corporation","GA","30117","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"12",31,"St. Croix Abattoir","VI","00850","St. Croix Abattoir","Small",TRUE,TRUE,NA,NA,NA,NA
"13",32,"JCG Foods of Georgia, LLC","GA","31823","JCG Foods of Georgia, LLC","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"14",38,"Pilgrim's Pride Corporation","GA","30601","Pilgrim's Pride Corporation","Small",FALSE,NA,TRUE,NA,NA,"Georgia"
"15",39,"Harrison Poultry, Inc.","GA","30620","Harrison Poultry, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"16",41,"Fieldale Farms Corporation","GA","30531","Fieldale Farms Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"17",44,"Fieldale Farms Corporation","GA","30564","Fieldale Farms Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"18",45,"Pilgrim's Pride Corporation","GA","31533","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"19",48,"Pilgrim's Pride Corporation","GA","30115","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"20",49,"Suzanna's Kitchen Inc.","GA","30096","Suzanna's Kitchen Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"21",51,"Rudolph Foods Company","GA","30043","Rudolph Foods Company","Small",FALSE,NA,NA,NA,NA,"Georgia"
"22",53,"Tip Top Poultry, Inc.","GA","30065","Tip Top Poultry, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"23",56,"Smithfield Packaged Meats Corp.","GA","30040","Smithfield Packaged Meats Corp.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"24",59,"Perdue Foods LLC","GA","30507","Perdue Foods LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"25",60,"Pilgrim's Pride Corporation","FL","32064","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"Florida"
"26",63,"Keystone Foods, LLC","GA","31730","Keystone Foods, LLC","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"27",64,"Buckhead Beef","GA","30337","Buckhead Beef","Small",FALSE,NA,NA,NA,NA,"Georgia"
"28",65,"Georgia Packing Co., LLC","GA","31709","Georgia Packing Co., LLC","Small",FALSE,NA,NA,TRUE,NA,"Georgia"
"29",72,"Norman W. Fries, Inc.","GA","30417","Norman W. Fries, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"30",74,"Crider, Inc.","GA","30464","Crider, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"31",78,"Lawson Institutional Foods","GA","30182","Lawson Institutional Foods","Small",FALSE,NA,NA,NA,NA,"Georgia"
"32",84,"Dillard House","GA","30537","Dillard House","Small",FALSE,NA,NA,NA,NA,"Georgia"
"33",85,"Kabobs Aquisition, LLC","GA","30260","Kabobs Aquisition, LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"34",86,"Blalock Meat Processing","GA","30568","Blalock Meat Processing","Small",TRUE,TRUE,NA,NA,NA,"Georgia"
"35",89,"Kenosha Beef International","GA","30071","Kenosha Beef International","Small",FALSE,NA,NA,NA,NA,"Georgia"
"36",119,"D. L. Lee and Sons, LLC","GA","31510","D. L. Lee and Sons, LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"37",121,"C&S Wholesale Meat Co.","GA","30312","C&S Wholesale Meat Co.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"38",144,"Waltkoch LTD","GA","30501","Waltkoch LTD","Small",FALSE,NA,NA,NA,NA,"Georgia"
"39",150,"Roger Wood Foods, Inc.","GA","31408","Roger Wood Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"40",154,"Four Star Meat Product Co., Inc.","GA","30297","Four Star Meat Product Co., Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"41",155,"Curtis Packing Company","GA","31794","Curtis Packing Company","Small",FALSE,NA,NA,NA,NA,"Georgia"
"42",162,"Stripling's General Store Inc.","GA","31768","Stripling's General Store Inc.","Small",FALSE,TRUE,NA,NA,NA,"Georgia"
"43",167,"Walker Foods, Inc.","GA","30117","Walker Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"44",169,"Prime Food Inc.","GA","30120","Prime Food Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"45",178,"Gold Creek Foods LLC","GA","30504","Gold Creek Foods LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"46",180,"Koch Foods of Gainesville GA","GA","30503","Koch Foods of Gainesville GA","Small",FALSE,NA,NA,NA,NA,"Georgia"
"47",182,"Sunset Farm Foods, Inc.","GA","31603","Sunset Farm Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"48",184,"Walker Meats, Inc.","GA","30117","Walker Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"49",188,"Mulberry Farms Inc.","GA","30501","Mulberry Farms Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"50",192,"Patak Meat Products Inc.","GA","30106","Patak Meat Products Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"51",195,"Papetti's Hygrade Egg Products Inc.","NJ","07206","Papetti's Hygrade Egg Products Inc.","Small",FALSE,NA,NA,NA,TRUE,"New Jersey"
"52",197,"Fieldale Farms Corporation","GA","30507","Fieldale Farms Corporation","Large",FALSE,NA,NA,NA,NA,"Georgia"
"53",204,"Tip Top Poultry, Inc.","GA","30153","Tip Top Poultry, Inc.","Large",FALSE,NA,NA,NA,NA,"Georgia"
"54",210,"Chamblee Meats & Supplies","GA","30341","Chamblee Meats & Supplies","Small",FALSE,NA,NA,NA,NA,"Georgia"
"55",214,"Best Foods Products II","GA","30083","Best Foods Products II","Small",FALSE,NA,NA,NA,NA,"Georgia"
"56",218,"Gordo's LLC","GA","30310","Gordo's LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"57",221,"Sausage World, inc.","GA","30083","Sausage World, inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"58",226,"Norsan Meats, Inc.","GA","30084","Norsan Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"59",228,"Ellsworth Foods Inc.","GA","31793","Ellsworth Foods Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"60",232,"Lord's Meats, Inc.","GA","31019","Lord's Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"61",233,"Towson Cold Storage","GA","31794","Towson Cold Storage","Small",TRUE,TRUE,NA,NA,NA,"Georgia"
"62",245,"Tyson Foods, Inc.","GA","31092","Tyson Foods, Inc.","Large",FALSE,NA,TRUE,NA,NA,"Georgia"
"63",246,"S & S Institutional Foods","GA","30318","S & S Institutional Foods","Small",FALSE,NA,NA,NA,NA,"Georgia"
"64",265,"Bubba Foods, LLC","GA","30635","Bubba Foods, LLC","Small",FALSE,NA,NA,NA,NA,"Georgia"
"65",275,"Koch Foods of Cumming Georgia","GA","30040","Koch Foods of Cumming Georgia","Large",FALSE,NA,NA,NA,NA,"Georgia"
"66",291,"Filet of Chicken","GA","30297","Filet of Chicken","Small",FALSE,NA,NA,NA,NA,"Georgia"
"67",297,"Country Ranch Food Products","GA","30066","Country Ranch Food Products","Small",FALSE,NA,NA,NA,NA,"Georgia"
"68",303,"Pasta Mami","GA","30060","Pasta Mami","Small",FALSE,NA,NA,NA,NA,"Georgia"
"69",304,"Keystone Foods, LLC","GA","31730","Keystone Foods, LLC","Large",FALSE,NA,NA,NA,NA,"Georgia"
"70",310,"Arko Veal Company, Inc.","GA","30297","Arko Veal Company, Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"71",328,"Marcel's Portion Pak, Inc","FL","33054","Marcel's Portion Pak, Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"72",331,"Berry Veal Corp.","FL","33426","Berry Veal Corp.","Small",FALSE,NA,NA,NA,NA,"Florida"
"73",334,"University of Florida Meat Lab","FL","23608","University of Florida Meat Lab","Small",TRUE,TRUE,NA,NA,NA,"Florida"
"74",335,"Bagel Bites","FL","33905","Bagel Bites","Large",FALSE,NA,NA,NA,NA,"Florida"
"75",336,"Grand Western Brands","FL","33315","Grand Western Brands","Small",FALSE,NA,NA,NA,NA,"Florida"
"76",339,"Miami Beef Co., Inc.","FL","33014","Miami Beef Co., Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"77",342,"Beaver Street Fisheries Inc","FL","32209","Beaver Street Fisheries Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"78",343,"Johnson Bros Wholesale Meats I","FL","32405","Johnson Bros Wholesale Meats I","Small",FALSE,NA,NA,NA,NA,"Florida"
"79",348,"Colorado Boxed Beef Co.","FL","33801","Colorado Boxed Beef Co.","Small",FALSE,NA,NA,NA,NA,"Florida"
"80",351,"G.A. Food Services of Pinellas County, LLC","FL","33716","G.A. Food Services of Pinellas County, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"81",356,"Gourmet Salads & Pickles","FL","33069","Gourmet Salads & Pickles","Small",FALSE,NA,NA,NA,NA,"Florida"
"82",358,"Halperns' Steak and Seafood","FL","33311","Halperns' Steak and Seafood","Small",FALSE,NA,NA,NA,NA,"Florida"
"83",359,"Catalina Finer Food, LLC","FL","33614","Catalina Finer Food, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"84",361,"Jamaican Tastee Patties Inc.","FL","33186","Jamaican Tastee Patties Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"85",363,"Circle R Beef Inc.","FL","32807","Circle R Beef Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"86",366,"Uncle John's Pride, LLC","FL","33619","Uncle John's Pride, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"87",378,"Bradley's Country Store","FL","32309","Bradley's Country Store","Small",FALSE,TRUE,NA,NA,NA,"Florida"
"88",380,"Ali International Inc.","FL","32825","Ali International Inc.","Small",TRUE,NA,NA,NA,NA,"Florida"
"89",382,"South Marion Meats and Retail Market Inc.","FL","34491","South Marion Meats and Retail Market Inc.","Small",TRUE,TRUE,NA,NA,NA,"Florida"
"90",383,"Osteen Meat Service Inc.","FL","34714","Osteen Meat Service Inc.","Small",TRUE,TRUE,NA,NA,NA,"Florida"
"91",388,"Mesa Meat Processors Corp.","FL","33010","Mesa Meat Processors Corp.","Small",FALSE,NA,NA,NA,NA,"Florida"
"92",391,"Balter Meat Co.","FL","33186","Balter Meat Co.","Small",FALSE,NA,NA,NA,NA,"Florida"
"93",394,"Meat Traders Inc.","FL","33610","Meat Traders Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"94",396,"Las Americas Frozen Foods Inc","FL","33127","Las Americas Frozen Foods Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"95",397,"Global Distributors","FL","33142","Global Distributors","Small",FALSE,NA,NA,TRUE,NA,"Florida"
"96",398,"Lacoronela Meat Processing","FL","33150","Lacoronela Meat Processing","Small",FALSE,NA,NA,NA,NA,"Florida"
"97",401,"US Foods, Inc.","FL","32837","US Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"98",404,"Vina & Son Meats Dist Corp","FL","33142","Vina & Son Meats Dist Corp","Small",FALSE,NA,NA,NA,NA,"Florida"
"99",405,"Food Parade","FL","34604","Food Parade","Small",FALSE,NA,NA,NA,NA,"Florida"
"100",407,"Pinellas Provision Corporation","FL","33705","Pinellas Provision Corporation","Small",FALSE,NA,NA,NA,NA,"Florida"
"101",408,"La Montina Inc D/B/A El Tigre","FL","33142","La Montina Inc D/B/A El Tigre","Small",FALSE,NA,NA,NA,NA,"Florida"
"102",413,"Argus Food Processing Corporation","FL","33178","Argus Food Processing Corporation","Small",FALSE,NA,NA,NA,NA,"Florida"
"103",417,"La Autentica Foods LLC","FL","33016","La Autentica Foods LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"104",422,"Nettles Sausage Inc","FL","32025","Nettles Sausage Inc","Small",FALSE,TRUE,NA,NA,NA,"Florida"
"105",426,"City Meat Company of Tampa Inc.","FL","33604","City Meat Company of Tampa Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"106",428,"Mobleys Custom Cut","FL","32062","Mobleys Custom Cut","Small",TRUE,TRUE,NA,NA,NA,"Florida"
"107",429,"Amaro Foods Enterprise Inc","FL","33142","Amaro Foods Enterprise Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"108",438,"Special America's BBQ Inc","FL","33178","Special America's BBQ Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"109",439,"La Casa Sierra & Associetes, Inc.","FL","33598","La Casa Sierra & Associetes, Inc.","Small",FALSE,TRUE,NA,NA,NA,"Florida"
"110",452,"Hickory Hollow","FL","32431","Hickory Hollow","Small",FALSE,NA,NA,NA,NA,"Florida"
"111",454,"Johnston's Locker Plant, Inc.","FL","32344","Johnston's Locker Plant, Inc.","Small",TRUE,TRUE,NA,NA,NA,"Florida"
"112",456,"Kallis German Buthcer Shop Inc.","FL","33952","Kallis German Buthcer Shop Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"113",457,"Los Vinaleros Catering","FL","33010","Los Vinaleros Catering","Small",FALSE,NA,NA,TRUE,NA,"Florida"
"114",459,"Amba Ham Company Inc.","FL","33138","Amba Ham Company Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"115",460,"Florida Country Inns Inc.","FL","33013","Florida Country Inns Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"116",464,"Cameron's British Foods Inc","FL","33909","Cameron's British Foods Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"117",465,"Elore Enterprises, LLC","FL","33169","Elore Enterprises, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"118",466,"Geier's Sausage Kitchen","FL","34243","Geier's Sausage Kitchen","Small",FALSE,NA,NA,NA,NA,"Florida"
"119",468,"Murvest Fine Foods","FL","33069","Murvest Fine Foods","Small",FALSE,NA,NA,NA,NA,"Florida"
"120",469,"Intra Coastal Packing, Inc.","FL","33463","Intra Coastal Packing, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"121",471,"Country Meats, LLC","FL","34474","Country Meats, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"122",473,"Cheney OFS, Inc.","FL","32808","Cheney OFS, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"123",474,"El Toro Meat Packing Inc","FL","33150","El Toro Meat Packing Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"124",475,"Publix Supermarkets, Inc., Deli Plant","FL","33815","Publix Supermarkets, Inc., Deli Plant","Large",FALSE,NA,NA,NA,NA,"Florida"
"125",477,"Creative Culinary Specialties, Inc.","FL","33614","Creative Culinary Specialties, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"126",481,"Miami Purveyors Inc","FL","33126","Miami Purveyors Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"127",486,"Sterigenics-Mulberry","FL","33860","Sterigenics-Mulberry","Small",FALSE,NA,NA,NA,NA,"Florida"
"128",489,"Bush Brothers Provision Co., Inc.","FL","23407","Bush Brothers Provision Co., Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"129",491,"Hotpie Incorporated","FL","34951","Hotpie Incorporated","Small",FALSE,NA,NA,NA,NA,"Florida"
"130",492,"Pride Enterprise Food Products","FL","32083","Pride Enterprise Food Products","Large",FALSE,NA,NA,NA,NA,"Florida"
"131",493,"E&M Innovative Forager, LLC","FL","33442","E&M Innovative Forager, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"132",494,"Kelly's Foods, Inc.","FL","34787","Kelly's Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"133",496,"La Bella Sausage","FL","34604","La Bella Sausage","Small",FALSE,NA,NA,NA,NA,"Florida"
"134",497,"PFG Specialty Inc.","FL","33442","PFG Specialty Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"135",499,"MABELS PLACE CORP","FL","33009","MABELS PLACE CORP","Small",FALSE,NA,NA,NA,NA,"Florida"
"136",500,"R. L. Schreiber, Inc.","KY","40033","R. L. Schreiber, Inc.","Small",FALSE,NA,NA,NA,NA,"Kentucky"
"137",503,"Johnson Meat Co., Inc.","FL","33604","Johnson Meat Co., Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"138",506,"Mary's Ranch","FL","33018","Mary's Ranch","Small",FALSE,TRUE,NA,NA,NA,"Florida"
"139",512,"Food Supply Inc.","FL","32119","Food Supply Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"140",513,"Performance Foodservice","FL","33527","Performance Foodservice","Small",FALSE,NA,NA,NA,NA,"Florida"
"141",520,"Bromley Meats","FL","33179","Bromley Meats","Small",FALSE,NA,NA,NA,NA,"Florida"
"142",529,"LSG Sky Chefs","FL","32827","LSG Sky Chefs","Small",FALSE,NA,NA,NA,NA,"Florida"
"143",532,"Red Smith Foods, Inc.","FL","33314","Red Smith Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"144",533,"Prima Sausage Co Inc","FL","33166","Prima Sausage Co Inc","Small",FALSE,NA,NA,NA,NA,"Florida"
"145",534,"ACME Jerky, LLC","FL","32754","ACME Jerky, LLC","Small",FALSE,NA,NA,NA,NA,"Florida"
"146",535,"Empanadas Quintero","FL","33054","Empanadas Quintero","Small",FALSE,NA,NA,NA,NA,"Florida"
"147",536,"AU, LAU and Associates, Inc.","FL","33069","AU, LAU and Associates, Inc.","Small",FALSE,NA,NA,NA,NA,"Florida"
"148",537,"Majesty Foods","FL","33016","Majesty Foods","Small",FALSE,NA,NA,NA,NA,"Florida"
"149",539,"Cajun Specialty Meats","FL","32502","Cajun Specialty Meats","Small",FALSE,NA,NA,NA,NA,"Florida"
"150",546,"Martinez Distributors","FL","33122","Martinez Distributors","Small",FALSE,NA,NA,NA,NA,"Florida"
"151",551,"Nether's Pork Skins Inc.","GA","31791","Nether's Pork Skins Inc.","Small",FALSE,NA,NA,NA,NA,"Georgia"
"152",555,"Smithfield Packaged Meats Corp.","NC","27893","Smithfield Packaged Meats Corp.","Large",FALSE,NA,NA,NA,NA,"North Carolina"
"153",557,"ECP Foods LLC","SC","29646","ECP Foods LLC","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"154",560,"Smithfield Fresh Meats Corp.","NC","28328","Smithfield Fresh Meats Corp.","Large",FALSE,TRUE,NA,NA,NA,"North Carolina"
"155",562,"Wayne Farms, LLC","NC","27017","Wayne Farms, LLC","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"156",564,"House of Raeford","SC","29169","House of Raeford","Large",FALSE,NA,TRUE,NA,NA,"South Carolina"
"157",566,"Pilgrim's Pride Corporation","NC","28103","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"158",567,"Tyson Foods, Inc.","NC","28697","Tyson Foods, Inc.","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"159",568,"Tyson Foods, Inc.","NC","28697","Tyson Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"160",569,"Campbell Soup Company","NC","28364","Campbell Soup Company","Large",FALSE,NA,NA,NA,NA,"North Carolina"
"161",574,"Smithfield Packaged Meats Corp.","KY","41143","Smithfield Packaged Meats Corp.","Large",FALSE,NA,NA,NA,NA,"Kentucky"
"162",577,"Case Farms Processing, Inc.","NC","28655","Case Farms Processing, Inc.","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"163",578,"House Of Raeford Farms","NC","28458","House Of Raeford Farms","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"164",579,"Tyson Foods, Inc.","NC","28110","Tyson Foods, Inc.","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"165",581,"House of Raeford - Wallace Div","NC","28464","House of Raeford - Wallace Div","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"166",582,"The Pork Rind Factory","SC","29302","The Pork Rind Factory","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"167",584,"Brown Packing Co., Inc.","SC","29341","Brown Packing Co., Inc.","Small",TRUE,NA,NA,NA,NA,"South Carolina"
"168",586,"Pilgrim's Pride Corporation","NC","27330","Pilgrim's Pride Corporation","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"169",589,"Perdue Foods, LLC.","NC","28379","Perdue Foods, LLC.","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"170",591,"SOPAKCO Packaging","SC","29512","SOPAKCO Packaging","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"171",592,"House of Raeford Farms Inc.","SC","29609","House of Raeford Farms Inc.","Large",FALSE,NA,TRUE,NA,NA,"South Carolina"
"172",598,"Phillips Brothers Country hams, Inc.","NC","27205","Phillips Brothers Country hams, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"173",601,"Thomas Brothers Foods","NC","27203","Thomas Brothers Foods","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"174",602,"Brookwood Farms","NC","27344","Brookwood Farms","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"175",604,"Violet Sanford Holdings, LLC","NC","27330","Violet Sanford Holdings, LLC","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"176",613,"Chandler Foods, Inc.","NC","27407","Chandler Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"177",617,"Americold ""dba"" Nordic Logistics and Warehousing, LLC","NC","27504","Americold ""dba"" Nordic Logistics and Warehousing, LLC","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"178",618,"AdvancePierre Foods, Inc.","NC","28610","AdvancePierre Foods, Inc.","Large",FALSE,NA,NA,NA,NA,"North Carolina"
"179",619,"Williamsburg Packing Company Inc.","SC","29556","Williamsburg Packing Company Inc.","Small",TRUE,TRUE,TRUE,NA,NA,"South Carolina"
"180",620,"Fuji Foods, Inc.","NC","27214","Fuji Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"181",621,"American Skin Food Group LLC","NC","28425","American Skin Food Group LLC","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"182",625,"Mack's Liver Mush, Inc.","NC","28150","Mack's Liver Mush, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"183",626,"Hopkins Poultry Co., Inc.","NC","27214","Hopkins Poultry Co., Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"184",627,"Randolph Packing Co., Inc.","NC","27203","Randolph Packing Co., Inc.","Small",TRUE,NA,NA,NA,NA,"North Carolina"
"185",628,"Brasstown Beef, LLC","NC","28734","Brasstown Beef, LLC","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"186",629,"Harvin Choice Meats, Inc.","SC","29150","Harvin Choice Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"187",630,"Alexander's Ham Co.","NC","28088","Alexander's Ham Co.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"188",631,"Freirich Foods, Inc.","NC","28144","Freirich Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"189",633,"Star Food Products, Inc.","NC","27215","Star Food Products, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"190",637,"A.L. Beck & Sons, Inc.","NC","27107","A.L. Beck & Sons, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"191",638,"Carolina Fresh Foods","SC","29501","Carolina Fresh Foods","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"192",639,"Jenkins Foods, Inc.","NC","28150","Jenkins Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"193",640,"Pender Packing Company, Inc.","NC","28457","Pender Packing Company, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"194",641,"Morty Pride Meats, Inc.","NC","28312","Morty Pride Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"195",642,"Stanton's Bar-B-Q","SC","29512","Stanton's Bar-B-Q","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"196",643,"CFCM ""DBA"" Hobe's Country Hams, Inc.","NC","28659","CFCM ""DBA"" Hobe's Country Hams, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"197",644,"Claymore, Inc DBA: Goodnight Brothers Produce Co. Innc.","NC","28697","Claymore, Inc DBA: Goodnight Brothers Produce Co. Innc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"198",645,"Martin's Pork Products, Inc.","NC","28342","Martin's Pork Products, Inc.","Small",FALSE,TRUE,NA,NA,NA,"North Carolina"
"199",648,"Foothills Country Hams & Fresh Meats","NC","28642","Foothills Country Hams & Fresh Meats","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"200",650,"Winningham's Meats","SC","29472","Winningham's Meats","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"201",651,"Butterball, LLC","NC","28365","Butterball, LLC","Large",FALSE,NA,NA,NA,NA,"North Carolina"
"202",652,"DeOro Foods LLC","NC","27320","DeOro Foods LLC","Large",FALSE,NA,NA,NA,NA,"North Carolina"
"203",656,"Joyce Foods, Inc.","NC","27103","Joyce Foods, Inc.","Small",FALSE,NA,TRUE,NA,NA,"North Carolina"
"204",657,"Goodnight Brothers Produce Co., Inc.","NC","28607","Goodnight Brothers Produce Co., Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"205",660,"Cheney OFS, Inc.","NC","27409","Cheney OFS, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"206",661,"Metrolina Meats","NC","28079","Metrolina Meats","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"207",664,"Mountaire Farms Inc. - NC Division","NC","28357","Mountaire Farms Inc. - NC Division","Large",FALSE,NA,TRUE,NA,NA,"North Carolina"
"208",665,"Prestige Farms, Inc.","NC","28213","Prestige Farms, Inc.","Small",FALSE,NA,NA,NA,NA,"North Carolina"
"209",669,"Columbia Meats. Inc.","SC","29170","Columbia Meats. Inc.","Small",FALSE,NA,NA,NA,NA,"South Carolina"
"210",670,"Piedmont Custom Meats, Inc.","NC","27249","Piedmont Custom Meats, Inc.","Small",TRUE,TRUE,NA,NA,NA,"North Carolina"
