"","EstID","Company.x","State","Zip","Company.y","Size2","Beef_Slaughter","Pork_Slaughter","Chicken_Slaughter","Catfish_Products","Egg_Products","StateName"
"1804",4815,"OSI Industries, LLC","UT","84081","OSI Industries, LLC","Small",FALSE,NA,NA,NA,NA,"Utah"
"1805",4820,"Swift Beef Company","UT","84319","Swift Beef Company","Large",TRUE,NA,NA,NA,NA,"Utah"
"1806",4823,"Pitman Farms Inc. (Salina Processing Plant)","UT","84654","Pitman Farms Inc. (Salina Processing Plant)","Small",FALSE,NA,NA,NA,NA,"Utah"
"1807",4824,"Lombardi Brothers Meats LLC","CO","80211","Lombardi Brothers Meats LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1808",4825,"Lower Foods Inc.","UT","84333","Lower Foods Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1809",4826,"Utah State University Meat Science Lab","UT","84339","Utah State University Meat Science Lab","Small",TRUE,TRUE,NA,NA,NA,"Utah"
"1810",4830,"Swift Beef Company","CO","80631","Swift Beef Company","Large",TRUE,NA,NA,NA,NA,"Colorado"
"1811",4832,"Northern Beef Products, Inc.","CO","80631","Northern Beef Products, Inc.","Small",TRUE,NA,NA,NA,NA,"Colorado"
"1812",4834,"Velmar Foods","AZ","85019","Velmar Foods","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1813",4844,"Clydes Sausage, Inc.","CO","80211","Clydes Sausage, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1814",4845,"Canino's Sausage Company Co., Inc.","CO","80211","Canino's Sausage Company Co., Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1815",4846,"Sierra Meat and Seafood","NV","89502","Sierra Meat and Seafood","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1816",4849,"Anderson Boneless Beef","CO","80229","Anderson Boneless Beef","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1817",4850,"Temptee Brand Steak, Inc.","CO","80216","Temptee Brand Steak, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1818",4859,"J & D Foods, Inc.","NM","87102","J & D Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1819",4860,"Direct Source Meats-Albuquerque","NM","87121","Direct Source Meats-Albuquerque","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1820",4862,"Blue Mountain Meats, Inc.","UT","84535","Blue Mountain Meats, Inc.","Small",TRUE,TRUE,NA,NA,NA,"Utah"
"1821",4863,"Sara Sausage","CO","80133","Sara Sausage","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1822",4864,"Oscar's Meats","UT","84403","Oscar's Meats","Small",FALSE,NA,NA,NA,NA,"Utah"
"1823",4867,"Colorado Premium Cold Storage","CO","80216","Colorado Premium Cold Storage","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1824",4876,"Custom Corned Beef LLC","CO","80654","Custom Corned Beef LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1825",4878,"Mountain Meat Packing Inc.","CO","81626","Mountain Meat Packing Inc.","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1826",4879,"Western Meat Service","CO","80216","Western Meat Service","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1827",4880,"Dale's Wild West Products","CO","80601","Dale's Wild West Products","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1828",4883,"Deseret Meat","UT","84660","Deseret Meat","Small",FALSE,NA,NA,NA,NA,"Utah"
"1829",4884,"Colorado Premium Foods","CO","80631","Colorado Premium Foods","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1830",4886,"Hearthside Food Solutions, LLC","UT","84116","Hearthside Food Solutions, LLC","Small",FALSE,NA,NA,NA,NA,"Utah"
"1831",4887,"American Outdoor Products, Inc","CO","80301","American Outdoor Products, Inc","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1832",4892,"Rocky Mountain Food Factory , Inc.","CO","80110","Rocky Mountain Food Factory , Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1833",4893,"Mountain Meat Packing Inc.","CO","81521","Mountain Meat Packing Inc.","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1834",4895,"D&M Distributing","UT","84401","D&M Distributing","Small",FALSE,NA,NA,NA,NA,"Utah"
"1835",4898,"Mountain Meadows Lamb Corporation","CO","80216","Mountain Meadows Lamb Corporation","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1836",4899,"E&H Distributing LLC","NV","89106","E&H Distributing LLC","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1837",4900,"Wolf Pack Meats","NV","89502","Wolf Pack Meats","Small",TRUE,TRUE,NA,NA,NA,"Nevada"
"1838",4901,"Carlotta's Kitchen LLC","AZ","85719","Carlotta's Kitchen LLC","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1839",4903,"Valley Meat & Food LLC","CO","81101","Valley Meat & Food LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1840",4905,"US Foods, Inc.","AZ","85719","US Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1841",4906,"WEST BEST FOODS INC","NV","89102","WEST BEST FOODS INC","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1842",4908,"Kanab Custom Meats, Inc.","UT","84741","Kanab Custom Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1843",4909,"Daily's Premium Meats, LLC","UT","84115","Daily's Premium Meats, LLC","Small",FALSE,NA,NA,NA,NA,"Utah"
"1844",4911,"Colorado Custom Meat Company, LLC","CO","80644","Colorado Custom Meat Company, LLC","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1845",4913,"Stone Meat Inc","UT","84404","Stone Meat Inc","Small",FALSE,NA,NA,NA,NA,"Utah"
"1846",4915,"Ready Foods, Inc.","CO","80216","Ready Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1847",4917,"Flocchini Family Provisions, Inc.","NV","89706","Flocchini Family Provisions, Inc.","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1848",4918,"Shamrock Foods Company","AZ","85009","Shamrock Foods Company","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1849",4919,"JBS USA","CO","80223","JBS USA","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1850",4920,"Church of Jesus Christ of Latter Day Saints - Harrisville Cannery","UT","84404","Church of Jesus Christ of Latter Day Saints - Harrisville Cannery","Small",FALSE,NA,NA,NA,NA,"Utah"
"1851",4922,"House Of Smoke, Inc.","CO","80621","House Of Smoke, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1852",4925,"GBS Partners, Inc.","CO","80027","GBS Partners, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1853",4926,"Laurienti & LaBate Meat, Inc.","CO","80229","Laurienti & LaBate Meat, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1854",4927,"Continental Sausage, Inc.","CO","80229","Continental Sausage, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1855",4933,"Elizabeth Locker Plant, Inc.","CO","80107","Elizabeth Locker Plant, Inc.","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1856",4934,"F & M Sausage Co.","CO","81006","F & M Sausage Co.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1857",4936,"Scanga Meat Company","CO","81201","Scanga Meat Company","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1858",4939,"Praire Meats, LLC","CO","80723","Praire Meats, LLC","Small",FALSE,TRUE,NA,NA,NA,"Colorado"
"1859",4940,"Steele's Meat Co. LLC","CO","80026","Steele's Meat Co. LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1860",4942,"Polidori Meat Processors Inc.","CO","80207","Polidori Meat Processors Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1861",4944,"Tico's Mexican Foods","CO","80223","Tico's Mexican Foods","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1862",4946,"York Meats","NV","89406","York Meats","Small",TRUE,TRUE,NA,NA,NA,"Nevada"
"1863",4952,"Prairie Meats LLC","CO","80723","Prairie Meats LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1864",4953,"Cacique, Inc.","UT","84720","Cacique, Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1865",4958,"Bueno Foods","NM","87102","Bueno Foods","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1866",4963,"Ponderosa Meat and Provisions","NV","89502","Ponderosa Meat and Provisions","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1867",4964,"Speedy Foods LLC","CO","80022","Speedy Foods LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1868",4965,"El Merendero Posa's","NM","87505","El Merendero Posa's","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1869",4966,"New Mexico Mexican Foods","NM","88001","New Mexico Mexican Foods","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1870",4970,"Castle Rock Meats, Inc.","CO","80216","Castle Rock Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1871",4971,"Carmine Lonardo's Inc.","CO","80232","Carmine Lonardo's Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1872",4972,"Huong Duyen Meat Products","CO","80214","Huong Duyen Meat Products","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1873",4975,"Colorado Homestead Ranches, Inc.","CO","81416","Colorado Homestead Ranches, Inc.","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1874",4976,"Royal Gorge Packing","CO","81212","Royal Gorge Packing","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1875",4977,"Wasatch Meats, Inc.","UT","84101","Wasatch Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1876",4981,"Steamboat Meat & Seafood Co.","CO","80487","Steamboat Meat & Seafood Co.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1877",4982,"Old Style Sausage","CO","80027","Old Style Sausage","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1878",4983,"Blue Ribbon Processing, LLC","CO","81039","Blue Ribbon Processing, LLC","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1879",4984,"Red Bird Farms Dist. Co.","CO","80110","Red Bird Farms Dist. Co.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1880",4986,"Nestle Prepared Foods Company","UT","84663","Nestle Prepared Foods Company","Large",FALSE,NA,NA,NA,NA,"Utah"
"1881",4990,"Ovid Meat Co., LLC","CO","80744","Ovid Meat Co., LLC","Small",TRUE,TRUE,NA,NA,NA,"Colorado"
"1882",4991,"Amigo's Mexican Foods, Inc","NM","88030","Amigo's Mexican Foods, Inc","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1883",4996,"Old Santa Fe Trail, Inc.","NM","87108","Old Santa Fe Trail, Inc.","Small",FALSE,NA,NA,NA,NA,"New Mexico"
"1884",5004,"Newport Meat of Nevada","NV","89118","Newport Meat of Nevada","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1885",5005,"Frontiere Natural Meats, LLC","CO","80216","Frontiere Natural Meats, LLC","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1886",5007,"MarketPlace Deli Products Inc.","AZ","85301","MarketPlace Deli Products Inc.","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1887",5010,"La Favorita Food Processing","CO","80640","La Favorita Food Processing","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1888",5016,"Grand Valley Foods","CO","81505","Grand Valley Foods","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1889",5024,"Gosar Natural Foods L.L.C.","CO","81144","Gosar Natural Foods L.L.C.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1890",5037,"Tamales By La Casita Inc.","CO","80211","Tamales By La Casita Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1891",5038,"Prime Snax Inc.","UT","84115","Prime Snax Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1892",5042,"US Foods, Inc.","AZ","85043","US Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"Arizona"
"1893",5046,"Commercial Food Services","UT","84115","Commercial Food Services","Small",FALSE,NA,NA,NA,NA,"Utah"
"1894",5059,"Swift Beef Company","CO","80631","Swift Beef Company","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1895",5067,"Culinaire, Inc.","CO","80223","Culinaire, Inc.","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1896",5071,"Majestic Meat Company","UT","84104","Majestic Meat Company","Small",FALSE,NA,NA,NA,NA,"Utah"
"1897",5072,"Salt Lake Fine Foods","UT","84115","Salt Lake Fine Foods","Small",FALSE,NA,NA,NA,NA,"Utah"
"1898",5073,"Shepherd Foods","UT","84660","Shepherd Foods","Small",FALSE,NA,NA,NA,NA,"Utah"
"1899",5077,"Farmers Feeding Utah, Inc.","UT","84401","Farmers Feeding Utah, Inc.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1900",5083,"Rocky Mountain Natural Meats","CO","80640","Rocky Mountain Natural Meats","Small",FALSE,NA,NA,NA,NA,"Colorado"
"1901",5088,"Smithfield Fresh Meats Corp.","UT","84104","Smithfield Fresh Meats Corp.","Small",FALSE,NA,NA,NA,NA,"Utah"
"1902",5101,"Mr Wok Foods Inc. dba Maxfield Foods","NV","89120","Mr Wok Foods Inc. dba Maxfield Foods","Small",FALSE,NA,NA,NA,NA,"Nevada"
"1903",5112,"Foster Poultry Farms, LLC","CA","95380","Foster Poultry Farms, LLC","Large",FALSE,NA,NA,NA,NA,"California"
"1904",5115,"Yosemite Valley Beef Packing Co., Inc.","CA","95341","Yosemite Valley Beef Packing Co., Inc.","Small",TRUE,NA,NA,NA,NA,"California"
"1905",5116,"Clausen Meat Company Inc.","CA","95380","Clausen Meat Company Inc.","Small",FALSE,TRUE,NA,NA,NA,"California"
"1906",5117,"Cargill Meat Solutions","CA","93706","Cargill Meat Solutions","Large",TRUE,NA,NA,NA,NA,"California"
"1907",5119,"Alpine Meats Inc.","CA","95210","Alpine Meats Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1908",5129,"Foster Poultry Farms, LLC","CA","95380","Foster Poultry Farms, LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1909",5132,"Riley's Jerky","CA","95947","Riley's Jerky","Small",FALSE,NA,NA,NA,NA,"California"
"1910",5134,"Los Banos Abattoir","CA","93635","Los Banos Abattoir","Small",TRUE,NA,NA,NA,NA,"California"
"1911",5140,"Konanyan Meat Company, Inc. / Western Gourmet","CA","90039","Konanyan Meat Company, Inc. / Western Gourmet","Small",FALSE,NA,NA,NA,NA,"California"
"1912",5144,"Harris Ranch Beef Company","CA","93662","Harris Ranch Beef Company","Large",TRUE,NA,NA,NA,NA,"California"
"1913",5145,"Miller Packing Co.","CA","95241","Miller Packing Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1914",5150,"Spar Sausage Co.","CA","94577","Spar Sausage Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1915",5155,"R.C. Provisions Inc.","CA","91502","R.C. Provisions Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1916",5158,"Tuff Stuff Jerky Company","CA","95918","Tuff Stuff Jerky Company","Small",FALSE,NA,NA,NA,NA,"California"
"1917",5160,"The Hillshire Brands Company","CA","94580","The Hillshire Brands Company","Small",FALSE,NA,NA,NA,NA,"California"
"1918",5163,"J & M Meat Co.","CA","94607","J & M Meat Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1919",5170,"Allen Brothers LLC","CA","95691","Allen Brothers LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1920",5172,"Jensen Meat Company","CA","92154","Jensen Meat Company","Large",FALSE,NA,NA,NA,NA,"California"
"1921",5173,"Schmitz Diversified Corp.","CA","94577","Schmitz Diversified Corp.","Small",FALSE,NA,NA,NA,NA,"California"
"1922",5174,"Webers Quality Meats","CA","94577","Webers Quality Meats","Small",FALSE,NA,NA,NA,NA,"California"
"1923",5175,"Meatco Inc.","CA","94607","Meatco Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1924",5177,"The Meat Market Inc.","CA","93650","The Meat Market Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1925",5178,"Roundman's Smokehouse","CA","95437","Roundman's Smokehouse","Small",FALSE,NA,NA,NA,NA,"California"
"1926",5179,"Superior Farms","CA","95620","Superior Farms","Small",FALSE,NA,NA,NA,NA,"California"
"1927",5180,"Golden California Meat Packer Inc.","CA","93705","Golden California Meat Packer Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1928",5181,"Angelina Foods","CA","95205","Angelina Foods","Small",FALSE,NA,NA,NA,NA,"California"
"1929",5183,"IF Co-Pack, LLC DBA Initiative Foods LLC","CA","93657","IF Co-Pack, LLC DBA Initiative Foods LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1930",5186,"SAN JOSE VALLEY VEAL, INC","CA","95050","SAN JOSE VALLEY VEAL, INC","Small",FALSE,NA,NA,NA,NA,"California"
"1931",5187,"Good Chaan","CA","95051","Good Chaan","Small",FALSE,NA,NA,NA,NA,"California"
"1932",5191,"Pimax","CA","94702","Pimax","Small",FALSE,NA,NA,NA,NA,"California"
"1933",5195,"Cattaneo Bros, Inc.","CA","93401","Cattaneo Bros, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1934",5199,"Newport Meat Northern California, Inc.","CA","94539","Newport Meat Northern California, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1935",5200,"Allen Brothers LLC","CA","94005","Allen Brothers LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1936",5202,"Specialty Branded Products","CA","93786","Specialty Branded Products","Small",FALSE,NA,NA,NA,NA,"California"
"1937",5204,"Perdue Foods LLC","CA","94955","Perdue Foods LLC","Small",FALSE,NA,TRUE,NA,NA,"California"
"1938",5219,"Wycen Foods, Inc.","CA","94577","Wycen Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1939",5220,"Serv-Rite Meat Company, Inc.","CA","90065","Serv-Rite Meat Company, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1940",5221,"Schreiner's Fine Sausages","CA","91208","Schreiner's Fine Sausages","Small",FALSE,NA,NA,NA,NA,"California"
"1941",5224,"People's Sausage Company, Inc.","CA","90021","People's Sausage Company, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1942",5229,"Mikailian Meat Products, Inc.","CA","91355","Mikailian Meat Products, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1943",5231,"A.I. Foods Corporation","CA","90033","A.I. Foods Corporation","Small",FALSE,NA,NA,NA,NA,"California"
"1944",5236,"Stafford  Meat Company, Inc.","CA","95673","Stafford  Meat Company, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1945",5240,"Commercial Meat Company, Inc.","CA","90660","Commercial Meat Company, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1946",5245,"Apple Valley Farms Inc.","CA","93703","Apple Valley Farms Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1947",5248,"Al's Wholesale Meats, Inc.","CA","90031","Al's Wholesale Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1948",5249,"H. F. Meats, Inc.","CA","91214","H. F. Meats, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1949",5252,"Islamic Meat & Poultry Co.","CA","95206","Islamic Meat & Poultry Co.","Small",TRUE,NA,NA,NA,NA,"California"
"1950",5259,"J J Meat Co.","CA","93637","J J Meat Co.","Small",TRUE,NA,NA,NA,NA,"California"
"1951",5260,"R&R Quality Meat Inc.","CA","96007","R&R Quality Meat Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1952",5263,"Modesto Food Distributors, Inc.","CA","94014","Modesto Food Distributors, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1953",5266,"Kraft Heinz Foods Company","CA","92154","Kraft Heinz Foods Company","Large",FALSE,NA,NA,NA,NA,"California"
"1954",5267,"Raven Brand Products","CA","93202","Raven Brand Products","Small",FALSE,NA,NA,NA,NA,"California"
"1955",5269,"Ohanyan's Bastirma & Soujouk","CA","93722","Ohanyan's Bastirma & Soujouk","Small",FALSE,NA,NA,NA,NA,"California"
"1956",5270,"Choice Food Products Inc.","CA","93728","Choice Food Products Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1957",5271,"Goodman Food Products Inc","CA","90302","Goodman Food Products Inc","Large",FALSE,NA,NA,NA,NA,"California"
"1958",5272,"A & S Produce Inc.","CA","90058","A & S Produce Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1959",5275,"Fernandez Sao Jorge Linquica","CA","95304","Fernandez Sao Jorge Linquica","Small",FALSE,NA,NA,NA,NA,"California"
"1960",5277,"Provena Foods, Inc.","CA","95330","Provena Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1961",5279,"U. C. Davis Meat Laboratory","CA","95616","U. C. Davis Meat Laboratory","Small",TRUE,TRUE,NA,NA,NA,"California"
"1962",5281,"Eureka Sausage Company","CA","91605","Eureka Sausage Company","Small",FALSE,NA,NA,NA,NA,"California"
"1963",5282,"Milan Salami Co.","CA","94608","Milan Salami Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1964",5283,"Courage Production, LLC","CA","94533","Courage Production, LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1965",5286,"P.G. Molinari & Sons Inc.","CA","94124","P.G. Molinari & Sons Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1966",5287,"Aries Beef LLC","CA","91502","Aries Beef LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1967",5288,"CREATIVE FOOD PROCESSING","CA","95050","CREATIVE FOOD PROCESSING","Small",FALSE,NA,NA,NA,NA,"California"
"1968",5289,"Central Valley Meat Co., Inc.","CA","93230","Central Valley Meat Co., Inc.","Large",TRUE,NA,NA,NA,NA,"California"
"1969",5291,"Redwood Meat Co., Inc.","CA","95501","Redwood Meat Co., Inc.","Small",TRUE,TRUE,NA,NA,NA,"California"
"1970",5292,"Evergood Sausage Company","CA","94124","Evergood Sausage Company","Small",FALSE,NA,NA,NA,NA,"California"
"1971",5294,"Continental Gourmet Sausage","CA","91201","Continental Gourmet Sausage","Small",FALSE,NA,NA,NA,NA,"California"
"1972",5296,"Silva Sausage Co.","CA","95020","Silva Sausage Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1973",5304,"C.R. Meats","CA","94608","C.R. Meats","Small",FALSE,NA,NA,NA,NA,"California"
"1974",5305,"Compass Foods, Inc.","CA","95351","Compass Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1975",5308,"Foster Poultry Farms, LLC","CA","95334","Foster Poultry Farms, LLC","Large",FALSE,NA,TRUE,NA,NA,"California"
"1976",5309,"Foster Poultry Farms, LLC","CA","93706","Foster Poultry Farms, LLC","Large",FALSE,NA,TRUE,NA,NA,"California"
"1977",5310,"Foster Poultry Farms, LLC","CA","95334","Foster Poultry Farms, LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1978",5312,"Gelsinger's Meat, Inc.","CA","91020","Gelsinger's Meat, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1979",5313,"Golden Farms","CA","91303","Golden Farms","Small",FALSE,NA,NA,NA,NA,"California"
"1980",5314,"Caggiano Company","CA","95472","Caggiano Company","Small",FALSE,NA,NA,NA,NA,"California"
"1981",5318,"Fabrique Delices, LLC","CA","94544","Fabrique Delices, LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1982",5320,"R & G Fine Foods, Inc.","CA","91324","R & G Fine Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1983",5321,"Plano Jerky","CA","93257","Plano Jerky","Small",FALSE,NA,NA,NA,NA,"California"
"1984",5329,"Huong Lan Food Production Inc.","CA","95820","Huong Lan Food Production Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1985",5333,"Foster Poultry Farms LLC","CA","93706","Foster Poultry Farms LLC","Large",FALSE,NA,TRUE,NA,NA,"California"
"1986",5334,"Ideal Meat LLC","CA","91325","Ideal Meat LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1987",5340,"Clipper Foods","CA","94063","Clipper Foods","Small",FALSE,NA,NA,NA,NA,"California"
"1988",5343,"Squab Producers Of California","CA","95358","Squab Producers Of California","Small",FALSE,NA,TRUE,NA,NA,"California"
"1989",5344,"Katadyn North America Foods, LLC.","CA","95765","Katadyn North America Foods, LLC.","Small",FALSE,NA,NA,NA,NA,"California"
"1990",5347,"Goulart's Sausage Co.","CA","95116","Goulart's Sausage Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1991",5348,"Richwood Meat Co.","CA","95348","Richwood Meat Co.","Small",FALSE,NA,NA,NA,NA,"California"
"1992",5353,"Panizzera Meat Co. LLC","CA","95465","Panizzera Meat Co. LLC","Small",FALSE,NA,NA,NA,NA,"California"
"1993",5354,"Roberts Corned Meats, Inc","CA","94103","Roberts Corned Meats, Inc","Small",FALSE,NA,NA,NA,NA,"California"
"1994",5356,"Pacific Seafood - Sacramento, LLC","CA","95834","Pacific Seafood - Sacramento, LLC","Small",FALSE,NA,NA,TRUE,NA,"California"
"1995",5359,"J&R Meat Company","CA","93257","J&R Meat Company","Small",FALSE,NA,NA,NA,NA,"California"
"1996",5361,"Reichardt Duck Farm, Inc.","CA","94952","Reichardt Duck Farm, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"1997",5369,"A. Tarantino & Sons","CA","94124","A. Tarantino & Sons","Small",FALSE,NA,NA,NA,NA,"California"
"1998",5370,"California State University, Chico","CA","95928","California State University, Chico","Small",TRUE,TRUE,NA,NA,NA,"California"
"1999",5371,"Badalamente Sausage Co.","CA","95110","Badalamente Sausage Co.","Small",FALSE,NA,NA,NA,NA,"California"
"2000",5372,"Johansen's Quality Meats","CA","95963","Johansen's Quality Meats","Small",TRUE,NA,NA,NA,NA,"California"
"2001",5375,"Galant Food Co","CA","94577","Galant Food Co","Small",FALSE,NA,NA,NA,NA,"California"
"2002",5380,"Reed's Gourmet Meats","CA","95819","Reed's Gourmet Meats","Small",FALSE,NA,NA,NA,NA,"California"
"2003",5381,"NEW YORK STYLE SAUSAGE CO.","CA","94089","NEW YORK STYLE SAUSAGE CO.","Small",FALSE,NA,NA,NA,NA,"California"
"2004",5398,"Jacobellis Meat & Sausage","CA","91502","Jacobellis Meat & Sausage","Small",FALSE,NA,NA,NA,NA,"California"
"2005",5399,"El Grande Chicharron","CA","93637","El Grande Chicharron","Small",FALSE,NA,NA,NA,NA,"California"
"2006",5400,"Diestel Turkey Ranch","CA","95370","Diestel Turkey Ranch","Small",FALSE,NA,NA,NA,NA,"California"
"2007",5401,"Diestel Turkey Ranch","CA","95309","Diestel Turkey Ranch","Small",FALSE,NA,NA,NA,NA,"California"
"2008",5404,"Palace Meat Co.","CA","93706","Palace Meat Co.","Small",FALSE,TRUE,NA,NA,NA,"California"
"2009",5405,"Busseto Foods, Inc.","CA","93706","Busseto Foods, Inc.","Small",FALSE,NA,NA,NA,NA,"California"
"2010",5411,"California State University, Fresno","CA","93740","California State University, Fresno","Small",TRUE,TRUE,NA,NA,NA,"California"
"2011",5413,"New Stockton Poultry","CA","95203","New Stockton Poultry","Small",FALSE,NA,TRUE,NA,NA,"California"
"2012",5415,"Bakersfield Meat Company","CA","93307","Bakersfield Meat Company","Small",FALSE,NA,NA,NA,NA,"California"
"2013",5416,"Saigon Gourmet LLC","CA","95112","Saigon Gourmet LLC","Small",FALSE,NA,NA,NA,NA,"California"
"2014",5418,"Harvest Food Products Co., Inc","CA","94544","Harvest Food Products Co., Inc","Small",FALSE,NA,NA,NA,NA,"California"
